Дата рождения,Имя,Фамилия,Отчество,Код клиента,day,month,year,birth_date
30.05.1979,Лиана,Джавадова, Афиногеновна,681,30,05,1979,1979-05-30
30.06.1979,Лидия,Джура,Африкановна,682,30,06,1979,1979-06-30
05.10.1986,Август,Абаимов,Бенедиктович,683,05,10,1986,1986-10-05
2-янв-1990,Авдей,Абакумов,Богданович,684,2,01,1990,1990-01-02
12.янв.90,Аверкий,Абакшин,Болеславович,685,12,01,1990,1990-01-12
15 августа 1957,Аверьян,Абалакин,Бонифатович,686,15,08,1957,1957-08-15
15 мая 1954,Авксентий,Абалаков,Бонифатиевич,687,15,05,1954,1954-05-15
08.май.54,Автоном,Абалдуев,Борисович,688,08,05,1954,1954-05-08
15.сен.56,Агап,Абалкин,Бориславович,689,15,09,1956,1956-09-15
25 мак 59,Агафон,Абатурин,Брониславович,690,25,05,1959,1959-05-25
15.12.1845,Аггей,Абатуров,Вавилич,691,15,12,1845,1845-12-15
1947,Адам,Абашев,Вадимович,692,,,,1947
1951 год,Андриян,Абашин,Валентинович,693,,,,1951 год
1986 Feb 10 Питер,Азарий,Абашкин,Валерианович,694,,,,1986 Feb 10 Питер
10.05.1986,Аким,Абаянцев,Валерьянович,695,10,05,1986,1986-05-10
05.05.1986,Александр,Абдула,Валериевич,696,05,05,1986,1986-05-05
19861005 Москва,Алексей,Абдулин,Варламович,697,,,,19861005 Москва
25.05.1986,Амвросий,Абдулов,Варламиевич,698,25,05,1986,1986-05-25
04.05.1986,Амос,Абоимов,Варнавич,699,04,05,1986,1986-05-04
5-10-1986 город Коломна,Ананий,Абраменко,Варсонофович,700,5,10,1986,1986-10-05
05.05.1952,Анатолий,Абрамкин,Варсонофиевич,701,05,05,1952,1952-05-05
05.01.1986,Андрей,Абрамов ,Варфоломеевич,702,05,01,1986,1986-01-05
05.10.1906,Андрон,Борищенко,Васильевич,703,05,10,1906,1906-10-05
05.10.1986,Андроник,Борков,Вассианович,704,05,10,1986,1986-10-05
05.10.1986,Аникей,Борковский,Велизарович,705,05,10,1986,1986-10-05
дата 05101986,Аникита,Боровик,Велимирович,706,,,,дата 05101986
дата 15 January 1959,Анисим,Боровицкий,Венедиктович,707,,,,дата 15 January 1959
дата 1986/05 Москва,Антип,Боровко,Вениаминович,708,,,,дата 1986/05 Москва
дата рождения 5.10.1986,Антонин,Боровков,Веньяминович,709,5,10,1986,1986-10-05
рождения 05/10/1986Москва,Аполлинарий,Боровлев,Венцеславович,710,05,10,1986,1986-10-05
05.10.1987,Аполлон,Боровов,Викентиевич,711,05,10,1987,1987-10-05
12.янв.91,Арефий,Боровой,Викторович,712,12,01,1991,1991-01-12
16 августа 1957,Аристарх,Бородин,Викториевич,713,16,08,1957,1957-08-16
16 мая 1954,Аркадий,Бородинов,Викулович,714,16,05,1954,1954-05-16
16.сен.56,Арсений,Бородихин,Викулич,715,16,09,1956,1956-09-16
15.12.1846,Артемий,Бородулин,Виленович,716,15,12,1846,1846-12-15
1948,Артем,Бородыня,Вильгельмович,717,,,,1948
1952 год,Архип,Бороздин,Виссарионович,718,,,,1952 год
1987 Feb 10 Питер,Аскольд,Боронин,Виталиевич,719,,,,1987 Feb 10 Питер
09.05.1986,Афанасий,Бортенев,Витольдович,720,09,05,1986,1986-05-09
13.05.1986,Афиноген,Бортников,Владиленович,721,13,05,1986,1986-05-13
19861005 Москва,Бажен,Борыков,Владимирович,722,,,,19861005 Москва
25.05.1987,Богдан,Борягин,Владиславович,723,25,05,1987,1987-05-25
04.05.1987,Болеслав,Боряков,Владленович,724,04,05,1987,1987-05-04
5-10-1986 город Коломна,Борис,yосолаев,Власович,725,5,10,1986,1986-10-05
05.05.1953,Борислав,Босулаев,Власиевич,726,05,05,1953,1953-05-05
05.01.1987,Боян,Босый,Вонифатович,727,05,01,1987,1987-01-05
05.10.1966,Бронислав,Боталов,Вонифатиевич,728,05,10,1966,1966-10-05
05.10.1946,Будимир,Боташев,Всеволодович,729,05,10,1946,1946-10-05
05.10.1987,Вадим,Боташов,Всеславович,730,05,10,1987,1987-10-05
дата 05101987,Валентин,Ботвин,Вуколович,731,,,,дата 05101987
дата 15 January 1960,Валерий,Боткин,Вышеславович,732,,,,дата 15 January 1960
дата 1986/05 Москва,Валерьян,Боцян,Вячеславович,733,,,,дата 1986/05 Москва
дата рождения 5.10.1987,Варлаам,Боцяновский,Бенедиктович,734,5,10,1987,1987-10-05
рождения 05/10/1986Москва,Варфоломей,Бочагов,Богданович,735,05,10,1986,1986-10-05
05.10.1988,Василий,Бочарников,Болеславович,736,05,10,1988,1988-10-05
12.янв.92,Вацлав,Бочаров,Бонифатович,737,12,01,1992,1992-01-12
17 августа 1957,Велимир,Бочкарев,Бонифатиевич,738,17,08,1957,1957-08-17
17 мая 1954,Венедикт,Бояринов,Борисович,739,17,05,1954,1954-05-17
17.сен.56,Вениамин,Бояринцев,Бориславович,740,17,09,1956,1956-09-17
15.12.1847,Викентий,Боярский,Брониславович,741,15,12,1847,1847-12-15
1949,Виктор,Боярышников,Вавилич,742,,,,1949
1953 год,Викторин,Брагин,Вадимович,743,,,,1953 год
1988 Feb 10 Питер,Виссарион,Бражин,Валентинович,744,,,,1988 Feb 10 Питер
17.05.1986,Виталий,Бражкин,Валерианович,745,17,05,1986,1986-05-17
21.05.1986,Владилен,Бражник,Валерьянович,746,21,05,1986,1986-05-21
19861005 Москва,Владлен,Бражников,Валериевич,747,,,,19861005 Москва
25.05.1988,Владимир,Бражницын,Варламович,748,25,05,1988,1988-05-25
04.05.1988,Владислав,Брайнин,Варламиевич,749,04,05,1988,1988-05-04
5-10-1986 город Коломна,Влас,Брайнович,Варнавич,750,5,10,1986,1986-10-05
05.05.1954,Всеволод,Браславский,Варсонофович,751,05,05,1954,1954-05-05
05.01.1988,Всемил,Браслетов,Варсонофиевич,752,05,01,1988,1988-01-05
05.10.2226,Всеслав,Братанов,Варфоломеевич,753,05,10,2226,2226-10-05
05.10.2306,Вышеслав,Братишкин,Васильевич,754,05,10,2306,2306-10-05
05.10.1988,Вячеслав,Братищев,Вассианович,755,05,10,1988,1988-10-05
дата 05101988,Гавриил,Братков,Велизарович,756,,,,дата 05101988
дата 15 January 1961,Галактион,Братухин,Велимирович,757,,,,дата 15 January 1961
дата 1986/05 Москва,Гедеон,Братцев,Венедиктович,758,,,,дата 1986/05 Москва
дата рождения 5.10.1988,Геннадий,Братчиков,Вениаминович,759,5,10,1988,1988-10-05
рождения 05/10/1982Москва,Георгий,Бредихин,Веньяминович,760,05,10,1982,1982-10-05
05.10.1989,Герасим,Брежнев,Венцеславович,761,05,10,1989,1989-10-05
12.янв.93,Герман,Брежной,Викентиевич,762,12,01,1993,1993-01-12
18 августа 1957,Глеб,Брежный,Викторович,763,18,08,1957,1957-08-18
18 мая 1954,Гордей,Выскубов,Викториевич,764,18,05,1954,1954-05-18
18.сен.56,Гостомысл,Высокий,Викулович,765,18,09,1956,1956-09-18
15.12.1848,Гремислав,Высоких,Викулич,766,15,12,1848,1848-12-15
1950,Григорий,Высоков,Виленович,767,,,,1950
1954 год,Гурий,Высокович,Вильгельмович,768,,,,1954 год
1989 Feb 10 Питер,Давыд,Высокоостровский,Виссарионович,769,,,,1989 Feb 10 Питер
25.05.1986,Данила,Высоцкий,Виталиевич,770,25,05,1986,1986-05-25
29.05.1986,Дементий,Вытчиков,Витольдович,771,29,05,1986,1986-05-29
19861005 Москва,Демид,Выходцев,Владиленович,772,,,,19861005 Москва
25.05.1989,Демьян,Вычегжанин,Владимирович,773,25,05,1989,1989-05-25
04.05.1989,Денис,Вычегжанинов,Владиславович,774,04,05,1989,1989-05-04
5-10-1986 город Коломна,Дмитрий,Вышегородцев,Владленович,775,5,10,1986,1986-10-05
05.05.1955,Добромысл,Вышеградский,Власович,776,05,05,1955,1955-05-05
05.01.1989,Доброслав,Вышеславцев,Власиевич,777,05,01,1989,1989-01-05
05.10.1986,Дорофей,Вышняков,Вонифатович,778,05,10,1986,1986-10-05
05.10.1966,Евгений,Вьюниченко,Вонифатиевич,779,05,10,1966,1966-10-05
05.10.1989,Евграф,Вьюрков,Всеволодович,780,05,10,1989,1989-10-05
дата 05101989,Евдоким,Вьющенко,Всеславович,781,,,,дата 05101989
дата 15 January 1962,Евлампий,Вязгин,Вуколович,782,,,,дата 15 January 1962
дата 1986/05 Москва,Евсей,Вязгунов,Вышеславович,783,,,,дата 1986/05 Москва
дата рождения 5.10.1989,Евстафий,Вяземский,Вячеславович,784,5,10,1989,1989-10-05
рождения 05/10/1986Москва,Евстигней,Вяземцев,Бенедиктович,785,05,10,1986,1986-10-05
05.10.1990,Егор,Вязников,Богданович,786,05,10,1990,1990-10-05
12.янв.94,Елизар,Вязов,Болеславович,787,12,01,1994,1994-01-12
19 августа 1957,Елисей,Вязовкин,Бонифатович,788,19,08,1957,1957-08-19
19 мая 1954,Емельян,Вязовой,Бонифатиевич,789,19,05,1954,1954-05-19
19.сен.56,Епифан,Вязьмитин,Борисович,790,19,09,1956,1956-09-19
15.12.1849,Еремей,Вязьмитинов,Бориславович,791,15,12,1849,1849-12-15
1951,Ермил,Вялов,Брониславович,792,,,,1951
1955 год,Ермолай,Вяльцев,Вавилич,793,,,,1955 год
1990 Feb 10 Питер,Ерофей,Вяткин,Вадимович,794,,,,1990 Feb 10 Питер
31.05.1986,Ефим,Вятков,Валентинович,795,31,05,1986,1986-05-31
27.05.1986,Ефрем,Вятчинин,Валерианович,796,27,05,1986,1986-05-27
19861005 Москва,Захар,Вяхирев,Валерьянович,797,,,,19861005 Москва
25.05.1990,Зиновий,Вяхорев,Валериевич,798,25,05,1990,1990-05-25
04.05.1990,Зосима,Вячеславлев,Варламович,799,04,05,1990,1990-05-04
5-10-1986 город Коломна,Иван,Вячеславов,Варламиевич,800,5,10,1986,1986-10-05
05.05.1956,Игнатий,Вячеслов,Варнавич,801,05,05,1956,1956-05-05
05.01.1990,Игорь,Голубович,Варсонофович,802,05,01,1990,1990-01-05
05.10.1946,Измаил,Голубовский,Варсонофиевич,803,05,10,1946,1946-10-05
05.10.1986,Изот,Голубоцкий,Варфоломеевич,804,05,10,1986,1986-10-05
05.10.1990,Изяслав,Голубушкин,Васильевич,805,05,10,1990,1990-10-05
дата 05101990,Иларион,Голубцов,Вассианович,806,,,,дата 05101990
дата 15 January 1963,Илья,Голубчик,Велизарович,807,,,,дата 15 January 1963
дата 1986/05 Москва,Иннокентий,Голубятников,Велимирович,808,,,,дата 1986/05 Москва
дата рождения 5.10.1990,Осип,Голузин,Венедиктович,809,5,10,1990,1990-10-05
рождения 05/10/1986Москва,Ипат,Голутвин,Вениаминович,810,05,10,1986,1986-10-05
05.10.1991,Ипатий,Голчин,Веньяминович,811,05,10,1991,1991-10-05
12.янв.95,Ипполит,Голыгин,Венцеславович,812,12,01,1995,1995-01-12
20 августа 1957,Ираклий,Голышев,Викентиевич,813,20,08,1957,1957-08-20
20 мая 1954,Исай,Голышевский,Викторович,814,20,05,1954,1954-05-20
20.сен.56,Исидор,Голышкин,Викториевич,815,20,09,1956,1956-09-20
15.12.1850,Казимир,Гольдин,Викулович,816,15,12,1850,1850-12-15
1952,Каллистрат,Гольцев,Викулич,817,,,,1952
1956 год,Капитон,Гольцов,Виленович,818,,,,1956 год
1991 Feb 10 Питер,Карл,Голягин,Вильгельмович,819,,,,1991 Feb 10 Питер
01.05.1986,Карп,Голядкин,Виссарионович,820,01,05,1986,1986-05-01
14.05.1986,Касьян,Голямов,Виталиевич,821,14,05,1986,1986-05-14
19861005 Москва,Ким,Гомбоев,Витольдович,822,,,,19861005 Москва
25.05.1991,Кир,Гомбурцев,Владиленович,823,25,05,1991,1991-05-25
04.05.1991,Кирилл,Гомеров,Владимирович,824,04,05,1991,1991-05-04
5-10-1986 город Коломна,Клавдий,Гомзиков,Владиславович,825,5,10,1986,1986-10-05
05.05.1957,Клементий,Гомзин,Владленович,826,05,05,1957,1957-05-05
05.01.1991,Кондрат,Гомзяков,Власович,827,05,01,1991,1991-01-05
05.10.1981,Кондратий,Гомозин,Власиевич,828,05,10,1981,1981-10-05
05.10.1996,Конон,Гомозов,Вонифатович,829,05,10,1996,1996-10-05
05.10.1991,Константин,Гомоюнов,Вонифатиевич,830,05,10,1991,1991-10-05
дата 05101991,Корней,Гондобин,Всеволодович,831,,,,дата 05101991
дата 15 January 1964,Кузьма,Гондырев,Всеславович,832,,,,дата 15 January 1964
дата 1986/05 Москва,Куприян,Гонимедов,Вуколович,833,,,,дата 1986/05 Москва
дата рождения 5.10.1991,Лавр,Гонобобелев,Вышеславович,834,5,10,1991,1991-10-05
рождения 05/10/1986Москва,Лаврентий,Гонобоблев,Вячеславович,835,05,10,1986,1986-10-05
05.10.1992,Ладимир,Гонохов,Абакумович,836,05,10,1992,1992-10-05
12.янв.96,Ладислав,Гоношилин,Абрамович,837,12,01,1996,1996-01-12
21 августа 1957,Лазарь,Гоношин,Абросимович,838,21,08,1957,1957-08-21
21 мая 1954,Лев,Гоношихин,Аввакумович,839,21,05,1954,1954-05-21
21.сен.56,Леон,Гонтарев,Августович,840,21,09,1956,1956-09-21
15.12.1851,Леонид,Гонтаров,Авдеевич,841,15,12,1851,1851-12-15
1953,Леонтий,Гонтарук,Авдиевич,842,,,,1953
1957 год,Лонгин,Гонтарь,Авелевич,843,,,,1957 год
1992 Feb 10 Питер,Августа,Гонцова, Авенировна,844,,,,1992 Feb 10 Питер
19.05.1986,Агата,Гончарова, Авериевна,845,19,05,1986,1986-05-19
20.05.1986,Агафья,Гончаренко,Аверкиевна,846,20,05,1986,1986-05-20
19861005 Москва,Аглая,Гончарик,Аверьяновна,847,,,,19861005 Москва
25.05.1992,Агнесса,Гончарова, Авксентиевна,848,25,05,1992,1992-05-25
04.05.1992,Агния,Гончарук,Авраамовна,849,04,05,1992,1992-05-04
5-10-1986 город Коломна,Аграфена,Гораздова,Авраамиевна,850,5,10,1986,1986-10-05
05.05.1958,Агриппина,Горбаневская, Аврамовна,851,05,05,1958,1958-05-05
05.01.1992,Ада,Горбань,Аврамьевна,852,05,01,1992,1992-01-05
05.10.1990,Аделаида,Горбатко, Аврелиановна,853,05,10,1990,1990-10-05
05.10.1994,Аза,Горбаткова, Автономовна,854,05,10,1994,1994-10-05
05.10.1992,Алевтина,Горбатова, Агаповна,855,05,10,1992,1992-10-05
дата 05101992,Александра,Горбачева,Агапиевна,856,,,,дата 05101992
дата 15 January 1965,Алина,Горбатых,Агапитовна,857,,,,дата 15 January 1965
дата 1986/05 Москва,Алиса,Горбач, Агафоновна,858,,,,дата 1986/05 Москва
дата рождения 5.10.1992,Алла,Горбачева, Аггеевна,859,5,10,1992,1992-10-05
рождения 05/10/1986Москва,Альбина,Горбачевский, Адамовна,860,05,10,1986,1986-10-05
05.10.1993,Анастасия,Горбаченко,Адриановна,861,05,10,1993,1993-10-05
12.янв.97,Ангелина,Горбенко, Азаровна,862,12,01,1997,1997-01-12
22 августа 1957,Анисья,Горбенкова,Азариевна,863,22,08,1957,1957-08-22
22 мая 1954,Анна,Горбова,Акакиевна,864,22,05,1954,1954-05-22
22.сен.56,Антонида,Горбоносов, Акимовна,865,22,09,1956,1956-09-22
15.12.1852,Антонина,Горбунина, Акиндиновна,866,15,12,1852,1852-12-15
1954,Анфиса,Горбункова,Акинфовна,867,,,,1954
1958 год,Аполлинария,Горбунова, Акинфиевна,868,,,,1958 год
1993 Feb 10 Питер,Ариадна,Горбунчикова, Аксёновна,869,,,,1993 Feb 10 Питер
27.05.1986,Беатриса,Горбушина,Аксентиевна,870,27,05,1986,1986-05-27
10.05.1986,Берта,Горбушова, Александровна,871,10,05,1986,1986-05-10
19861005 Москва,Борислава,Демьяненко, Алексеевна,872,,,,19861005 Москва
25.05.1993,Бронислава,Демьянец, Алексиевна,873,25,05,1993,1993-05-25
04.05.1993,Валентина,Демьянова, Альбертовна,874,04,05,1993,1993-05-04
5-10-1986 город Коломна,Валерия,Демьяновская, Альфредовна,875,5,10,1986,1986-10-05
05.05.1959,Ванда,Демьянок, Амвросиевна,876,05,05,1959,1959-05-05
05.01.1993,Варвара,Демьянчук,Амосовна,877,05,01,1993,1993-01-05
05.10.1947,Василиса,Демяник, Амфилохиевна,878,05,10,1947,1947-10-05
05.10.1943,Васса,Демянко, Ананиевна,879,05,10,1943,1943-10-05
05.10.1993,Вера,Демянова, Анастасиевна,880,05,10,1993,1993-10-05
дата 05101993,Вероника,Демяновская, Анатолиевна,881,,,,дата 05101993
дата 15 January 1966,Викторина,Деникина, Андреевна,882,,,,дата 15 January 1966
дата 1986/05 Москва,Виктория,Денисевич, Андриановна,883,,,,дата 1986/05 Москва
дата рождения 5.10.1993,Виргиния,Денисенко, Андроновна,884,5,10,1993,1993-10-05
рождения 05/10/1986Москва,Влада,Денисова, Андрониевна,885,05,10,1986,1986-10-05
05.10.1994,Владилена,Денисович, Андрониковна,886,05,10,1994,1994-10-05
12.янв.98,Владлена,Денисычева, Аникеевна,887,12,01,1998,1998-01-12
23 августа 1957,Владислава,Денисьева,Аникиевна,888,23,08,1957,1957-08-23
23 мая 1954,Власта,Денисюк, Аникитична,889,23,05,1954,1954-05-23
23.сен.56,Всеслава,Денюхина,Анисиевна,890,23,09,1956,1956-09-23
15.12.1853,Галина,Денягина,Анисимовна,891,15,12,1853,1853-12-15
1955,Галя,Денякина,Антиоховна,892,,,,1955
1959 год,Ганна,Деплоранская,Антиповна,893,,,,1959 год
1994 Feb 10 Питер,Генриетта,Депутатова,Антипична,894,,,,1994 Feb 10 Питер
16.05.1986,Глафира,Дербенева,Антипиевна,895,16,05,1986,1986-05-16
19.05.1986,Горислава,Дербина, Антоновна,896,19,05,1986,1986-05-19
19861005 Москва,Дарья,Дербышева, Антониновна,897,,,,19861005 Москва
25.05.1994,Диана,Дергачова, Антроповна,898,25,05,1994,1994-05-25
04.05.1994,Дина,Деревщикова,Антропиевна,899,04,05,1994,1994-05-04
5-10-1986 город Коломна,Доминика,Деревягина, Ануфриевна,900,5,10,1986,1986-10-05
05.05.1960,Домна,Деревянкина,Аполлинариевиx,901,05,05,1960,1960-05-05
05.01.1994,Ева,Деревянникова,Аполлоновна,902,05,01,1994,1994-01-05
05.10.1983,Евгеиня,Деревяшкина, Аполлосовна,903,05,10,1983,1983-10-05
05.10.1987,Евдокия,Державец, Ардалионовна,904,05,10,1987,1987-10-05
05.10.1994,Евлампия,Державина, Ардальоновна,905,05,10,1994,1994-10-05
дата 05101994,Екатерина,Державцева,Арефовна,906,,,,дата 05101994
дата 15 January 1967,Елена,Деркач,Арефьевна,907,,,,дата 15 January 1967
дата 1986/05 Москва,Елизавета,Деркачова,Арьевна,908,,,,дата 1986/05 Москва
дата рождения 5.10.1994,Ефросинья,Дерюгина,Аристарховна,909,5,10,1994,1994-10-05
рождения 05/10/1986Москва,Жанна,Дерябина, Аристидовна,910,05,10,1986,1986-10-05
05.10.1995,Зинаида,Дерягина,Аркадьевна,911,05,10,1995,1995-10-05
12.янв.99,Злата,Десницкая,Арнольдовна,912,12,01,1999,1999-01-12
24 августа 1957,Зоя,Десяткина,Ароновна,913,24,08,1957,1957-08-24
24 мая 1954,Изабелла,Десятова,Арсеновна,914,24,05,1954,1954-05-24
24.сен.56,Изольда,Деткина,Арсеньевна,915,24,09,1956,1956-09-24
15.12.1854,Инга,Деткова,Арсентьевна,916,15,12,1854,1854-12-15
1956,Инесса,Детнева,Артамоновна,917,,,,1956
1960 год,Инна,Деточкина, Артёмовна,918,,,,1960 год
1995 Feb 10 Питер,Ираида,Детушкина,Артемьевна,919,,,,1995 Feb 10 Питер
11.05.1986,Ирина,Деулина,Артуровна,920,11,05,1986,1986-05-11
17.05.1986,Ия,Дехтерева,"Архипович, Архиповна",921,17,05,1986,1986-05-17
19861005 Москва,Казимира,Джавадова,Асафовна,922,,,,19861005 Москва
25.05.1995,Калерия,Джура,Асафьевна,923,25,05,1995,1995-05-25
04.05.1995,Капитолина,Дзенискевич,Аскольдовна,924,04,05,1995,1995-05-04
5-10-1986 город Коломна,Каролина,Дзюбина,Афанасьевна,925,5,10,1986,1986-10-05
05.05.1961,Кира,Дианина, Афиногеновна,926,05,05,1961,1961-05-05
05.01.1995,Клавдия,Дианова,Африкановна,927,05,01,1995,1995-01-05
05.10.1951,Клара,Диденко,Артамоновна,928,05,10,1951,1951-10-05
05.10.1960,Кларисса,Дидоренко, Артёмовна,929,05,10,1960,1960-10-05
05.10.1995,Клементина,Деткина,Артемьевна,930,05,10,1995,1995-10-05
дата 05101995,Клеопатра,Деткова,Артуровна,931,,,,дата 05101995
дата 15 January 1968,Конкордия,Детнева,"Архипович, Архиповна",932,,,,дата 15 January 1968
дата 1986/05 Москва,Ксения,Деточкина,Асафовна,933,,,,дата 1986/05 Москва
дата рождения 5.10.1995,Лада,Детушкина,Асафьевна,934,5,10,1995,1995-10-05
рождения 05/10/1986Москва,Лариса,Деулина,Аскольдовна,935,05,10,1986,1986-10-05
05.10.1996,Леокадия,Дехтерева,Афанасьевна,936,05,10,1996,1996-10-05
12.янв.00,Лиана,Джавадова, Афиногеновна,937,12,01,1900,1900-01-12
25 августа 1957,Лидия,Джура,Африкановна,938,25,08,1957,1957-08-25
25 мая 1954,Лилиана,Дзенискевич,Артамоновна,939,25,05,1954,1954-05-25
25.сен.56,Измаил,Жабенков,Захарович,940,25,09,1956,1956-09-25
15.12.1855,Изот,Жабин,Захариевич,941,15,12,1855,1855-12-15
1957,Изяслав,Жабинский,Зенонович,942,,,,1957
1961 год,Иларион,Жабко,Зиновиевич,943,,,,1961 год
1996 Feb 10 Питер,Илья,Жабоедов,Зосимович,944,,,,1996 Feb 10 Питер
18.05.1986,Иннокентий,Жабрак,Зосимч,945,18,05,1986,1986-05-18
15.05.1986,Осип,Жабрук,Иакимович,946,15,05,1986,1986-05-15
19861005 Москва,Ипат,Жаворонков,Иакинфович,947,,,,19861005 Москва
25.05.1996,Ипатий,Жаврук,Иванович,948,25,05,1996,1996-05-25
04.05.1996,Ипполит,Жаданов,Игнатович,949,04,05,1996,1996-05-04
5-10-1986 город Коломна,Ираклий,Жаднов,Игнатиевич,950,5,10,1986,1986-10-05
05.05.1962,Исай,Жадный,Игоревич,951,05,05,1962,1962-05-05
05.01.1996,Исидор,Жадобин,Иеронимович,952,05,01,1996,1996-01-05
05.10.1988,Казимир,Жадов,Измаилович,953,05,10,1988,1988-10-05
05.10.1947,Каллистрат,Жадовский,Изосимович,954,05,10,1947,1947-10-05
05.10.1996,Капитон,Жаков,Изотович,955,05,10,1996,1996-10-05
дата 05101996,Карл,Жалобин,Изяславович,956,,,,дата 05101996
дата 15 January 1969,Карп,Жальба,Илиодорович,957,,,,дата 15 January 1969
дата 1986/05 Москва,Касьян,Жаравин,Илларионович,958,,,,дата 1986/05 Москва
дата рождения 5.10.1996,Ким,Жаравихин,Иларионович,959,5,10,1996,1996-10-05
рождения 05/10/1986Москва,Кир,Жаравлев,Ильич,960,05,10,1986,1986-10-05
05.10.1981,Кирилл,Жаренов,Иннокентиевич,961,05,10,1981,1981-10-05
12.янв.01,Клавдий,Жареный,Иоаннович,962,12,01,1901,1901-01-12
26 августа 1957,Клементий,Жариков,Иович,963,26,08,1957,1957-08-26
26 мая 1954,Кондрат,Жарин,Ионич,964,26,05,1954,1954-05-26
26.сен.56,Кондратий,Жарких,Иосафатович,965,26,09,1956,1956-09-26
15.12.1956,Конон,Жарков,Иосифович,966,15,12,1956,1956-12-15
1958,Константин,Жаров,Ипатович,967,,,,1958
1962 год,Корней,Жаровский,Ипатиевич,968,,,,1962 год
1981 Feb 10 Питер,Кузьма,Жарун,Ипполитович,969,,,,1981 Feb 10 Питер
05.05.1986,Куприян,Жбанков,Ираклиевич,970,05,05,1986,1986-05-05
1986.0509,Лавр,Жбанников,Иринархович,971,,,,1986.0509
19861005 Москва,Лаврентий,Жбанов,Иринеевич,972,,,,19861005 Москва
25.05.1981,Ладимир,Жваликовский,Исаакович,973,25,05,1981,1981-05-25
04.05.1981,Ладислав,Жвалов,Исаакиевич,974,04,05,1981,1981-05-04
5-10-1986 город Коломна,Лазарь,Жданеня,Исаевич,975,5,10,1986,1986-10-05
05.05.1963,Лев,Жданкин,Исакович,976,05,05,1963,1963-05-05
05.01.1981,Леон,Жданович,Исакиевич,977,05,01,1981,1981-01-05
05.10.1966,Леонид,Ждахин,Исидорович,978,05,10,1966,1966-10-05
05.10.1946,Сидор,Жебов,Иустинович,979,05,10,1946,1946-10-05
05.10.1981,Сила,Жебра,Казимирович,980,05,10,1981,1981-10-05
дата 05101981,Силантий,Жебраков,Каллиникович,981,,,,дата 05101981
дата 15 January 1970,Сильвестр,Жебрун,Каллистович,982,,,,дата 15 January 1970
дата 1986/05 Москва,Симон,Жебрунов,Каллистратович,983,,,,дата 1986/05 Москва
дата рождения 5.10.1981,Сократ,Жевакин,Капитонович,984,5,10,1981,1981-10-05
рождения 05/10/1986Москва,Соломон,Жевнеров,Карионович,985,05,10,1986,1986-10-05
05.10.1998,Софон,Жевнин,Карлович,986,05,10,1998,1998-10-05
12.янв.02,Софрон,Жегалин,Карпович,987,12,01,1902,1902-01-12
27 августа 1957,Спартак,Жегалов,Касьянович,988,27,08,1957,1957-08-27
27 мая 1954,Спиридон,Жеглов,Кимович,989,27,05,1954,1954-05-27
27.сен.56,Станимир,Жегулев,Киприанови,990,27,09,1956,1956-09-27
15.12.1857,Станислав,Жегулин,Кирович,991,15,12,1857,1857-12-15
1959,Степан,Желваков,Кириакович,992,,,,1959
1963 год,Стоян,Желватых,Кирьякович,993,,,,1963 год
1998 Feb 10 Питер,Тарас,Желдаков,Кирикович,994,,,,1998 Feb 10 Питер
09.05.1986,Твердислав,Железников,Кириллович,995,09,05,1986,1986-05-09
10.05.1986,Творимир,Железнов,Кирсанович,996,10,05,1986,1986-05-10
19861005 Москва,Терентий,Железный,Клавдиевич,997,,,,19861005 Москва
25.05.1998,Тимофей,Железняк,Климович,998,25,05,1998,1998-05-25
04.05.1998,Тимур,Железняка,Климентович,999,04,05,1998,1998-05-04
5-10-1986 город Коломна,Тит,Железняков,Климентиевич,1000,5,10,1986,1986-10-05
05.05.1964,Тихон,Желнин,Кондратович,1001,05,05,1964,1964-05-05
05.01.1998,Трифон,Желнинский,Кондратиевич,1002,05,01,1998,1998-01-05
05.10.1926,Трофим,Желтиков,Кононович,1003,05,10,1926,1926-10-05
05.10.1999,Ульян,Желтобрюхов,Конрадович,1004,05,10,1999,1999-10-05
05.10.1998,Устин,Желтов,Константинович,1005,05,10,1998,1998-10-05
дата 05101998,Фадей,Желтоногов,Корнеевич,1006,,,,дата 05101998
дата 15 January 1971,Федор,Желтоножко,Корнелиевич,1007,,,,дата 15 January 1971
дата 1986/05 Москва,Федосий,Желтонос,Корнилович,1008,,,,дата 1986/05 Москва
дата рождения 5.10.1998,Федот,Иваков,Корнилиевич,1009,5,10,1998,1998-10-05
рождения 05/10/1986Москва,Феликс,Иванаев,Ксенофонтович,1010,05,10,1986,1986-10-05
05.10.1999,Феоктист,Иванеев,Кузьмич,1011,05,10,1999,1999-10-05
12.янв.03,Феофан,Иваненко,Куприянович,1012,12,01,1903,1903-01-12
28 августа 1957,Ферапонт,Иваненков,Захарович,1013,28,08,1957,1957-08-28
28 мая 1954,Филарет,Иванец,Захариевич,1014,28,05,1954,1954-05-28
28.сен.56,Филимон,Иваников,Зенонович,1015,28,09,1956,1956-09-28
15.12.1858,Филипп,Иванилов,Зиновиевич,1016,15,12,1858,1858-12-15
1960,Фирс,Иванин,Зосимович,1017,,,,1960
1964 год,Флорентин,Иванисов,Зосимч,1018,,,,1964 год
1999 Feb 10 Питер,Фока,Иванихин,Иакимович,1019,,,,1999 Feb 10 Питер
